plat,model,sopir,hari,hard_brake,idle_minutes,overspeed,jarak_km,suhu_mesin,muatan_ton,tebal_rem_mm,kondisi_ban_pct,kondisi_aki_pct
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,145,12,9,2,334.6,83.3,10.5,7.01,90.5,96.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,146,8,26,3,246.8,79.1,11.4,6.99,90.4,96.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,147,9,17,3,363.7,86.1,9.9,6.97,90.4,96.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,148,9,18,0,351.3,86.9,11.2,6.95,90.3,96.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,149,10,20,1,340.6,82.0,10.6,6.93,90.3,96.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,150,8,25,1,201.4,83.3,9.7,6.92,90.2,96.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,151,7,14,3,352.7,84.7,6.5,6.9,90.2,96.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,152,7,8,4,364.2,79.9,10.3,6.88,90.1,96.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,153,4,21,3,371.7,84.9,9.5,6.86,90.1,96.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,154,6,14,2,260.5,82.0,9.8,6.85,90.0,96.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,155,10,21,2,346.0,84.3,7.9,6.82,90.0,96.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,156,12,17,1,331.1,80.3,7.9,6.8,89.9,96.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,157,9,19,3,237.0,84.4,9.9,6.79,89.9,96.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,158,5,13,5,306.0,87.7,9.0,6.77,89.8,96.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,159,7,16,4,343.7,83.6,11.5,6.75,89.8,96.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,160,9,10,4,271.1,86.0,10.8,6.74,89.7,96.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,161,9,16,1,321.7,84.0,10.9,6.72,89.7,96.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,162,7,15,2,373.9,77.7,9.8,6.7,89.6,96.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,163,6,22,4,240.4,84.0,11.3,6.68,89.6,96.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,164,6,24,1,362.6,86.6,9.2,6.67,89.5,96.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,165,7,25,0,356.8,88.5,6.3,6.65,89.5,96.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,166,10,24,2,352.5,83.8,9.5,6.63,89.4,96.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,167,10,19,3,277.2,76.1,8.7,6.61,89.4,96.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,168,11,22,2,361.5,84.3,7.9,6.58,89.3,96.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,169,9,7,2,276.1,83.7,10.5,6.57,89.3,96.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,170,2,26,3,383.0,83.2,10.4,6.55,89.2,96.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,171,5,14,2,368.3,81.7,9.3,6.53,89.2,96.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,172,6,21,2,281.4,82.5,9.2,6.52,89.1,96.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,173,6,9,1,327.1,77.0,9.1,6.5,89.1,96.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,174,9,24,3,374.9,83.1,8.8,6.48,89.0,96.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,175,9,22,2,295.8,82.9,11.7,6.46,88.9,96.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,176,7,0,3,269.0,84.4,10.7,6.45,88.9,96.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,177,11,18,3,337.4,85.7,5.6,6.43,88.9,96.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,178,6,17,3,263.2,84.0,11.3,6.41,88.8,96.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,179,6,13,3,338.8,83.8,8.3,6.39,88.8,96.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,180,13,4,4,290.5,92.1,10.8,6.37,88.7,96.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,181,10,22,0,336.2,84.2,10.8,6.35,88.7,96.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,182,10,20,4,288.2,77.8,9.0,6.33,88.6,96.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,183,6,13,1,277.3,81.8,8.9,6.32,88.6,96.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,184,13,10,3,300.3,84.7,9.9,6.3,88.5,96.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,185,9,16,3,208.6,79.0,8.2,6.29,88.5,96.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,186,11,24,3,387.5,80.0,12.1,6.26,88.4,95.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,187,8,17,4,382.5,78.8,11.3,6.24,88.3,95.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,188,7,20,2,269.7,79.0,9.4,6.22,88.3,95.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,189,9,20,3,373.8,82.9,12.7,6.2,88.2,95.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,190,8,13,1,348.3,82.4,8.7,6.18,88.2,95.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,191,7,15,2,404.7,85.2,11.6,6.16,88.1,95.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,192,11,19,3,348.0,86.4,11.6,6.13,88.1,95.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,193,6,12,1,332.8,79.4,10.7,6.11,88.0,95.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,194,3,30,1,294.1,81.3,12.1,6.1,88.0,95.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,195,8,12,2,332.5,84.2,8.8,6.08,87.9,95.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,196,9,19,5,320.5,82.9,10.0,6.06,87.9,95.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,197,10,23,1,477.1,81.2,9.5,6.03,87.8,95.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,198,10,18,1,397.8,89.1,8.9,6.01,87.7,95.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,199,10,16,0,365.8,77.5,9.3,5.99,87.7,95.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,200,7,18,4,296.3,87.3,10.1,5.97,87.6,95.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,201,5,22,5,304.7,79.9,9.5,5.95,87.6,95.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,202,4,20,0,365.3,82.3,11.1,5.94,87.5,95.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,203,7,21,1,345.3,81.1,11.0,5.92,87.5,95.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,204,7,25,2,288.8,83.5,13.2,5.9,87.4,95.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,205,10,14,3,293.4,80.5,10.2,5.88,87.4,95.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,206,7,12,2,333.0,81.3,10.2,5.86,87.3,95.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,207,6,21,2,364.9,82.2,7.4,5.84,87.2,95.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,208,7,22,2,319.2,85.0,12.2,5.83,87.2,95.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,209,10,19,3,335.0,78.6,11.8,5.8,87.1,95.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,210,10,9,2,414.4,83.7,8.9,5.78,87.1,95.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,211,10,19,5,334.7,76.6,12.5,5.76,87.0,95.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,212,5,16,4,455.4,82.9,10.7,5.73,86.9,95.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,213,5,17,4,346.9,88.3,8.4,5.72,86.9,95.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,214,5,14,2,382.6,81.8,8.7,5.7,86.8,95.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,215,8,14,1,388.3,87.0,11.5,5.68,86.8,95.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,216,6,15,3,370.8,82.4,11.8,5.66,86.7,95.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,217,4,15,6,329.2,81.6,10.8,5.64,86.6,95.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,218,6,5,7,282.8,83.7,10.4,5.63,86.6,95.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,219,9,14,0,294.0,83.2,10.3,5.61,86.5,95.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,220,11,17,3,286.4,81.3,12.8,5.59,86.5,95.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,221,6,16,4,434.8,85.5,11.3,5.56,86.4,95.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,222,5,22,2,356.0,82.2,9.5,5.55,86.3,95.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,223,5,18,3,215.2,81.2,9.9,5.54,86.3,95.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,224,9,15,4,345.4,85.7,9.5,5.52,86.2,95.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,225,7,22,1,326.3,86.1,9.3,5.5,86.2,95.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,226,8,19,5,334.5,84.7,10.0,5.48,86.1,95.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,227,7,20,2,386.9,86.6,10.3,5.46,86.1,95.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,228,7,20,1,288.4,79.8,9.2,5.44,86.0,95.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,229,6,11,2,319.4,84.8,10.3,5.42,86.0,95.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,230,10,22,6,266.7,86.1,8.2,5.41,85.9,95.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,231,10,21,2,341.6,81.6,9.4,5.39,85.9,95.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,232,9,9,3,323.1,82.1,9.6,5.37,85.8,95.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,233,8,25,6,391.6,85.6,9.2,5.34,85.8,95.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,234,6,19,3,305.1,86.6,9.3,5.33,85.7,95.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,235,5,25,3,314.2,79.0,11.5,5.31,85.7,95.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,236,12,22,2,343.1,84.8,10.8,5.29,85.6,95.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,237,6,16,1,350.3,82.9,11.7,5.27,85.5,95.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,238,8,23,2,230.7,87.1,10.4,5.26,85.5,95.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,239,8,23,3,227.9,82.0,9.6,5.24,85.5,95.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,240,7,17,3,436.1,84.7,11.1,5.22,85.4,95.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,241,7,28,3,329.2,77.7,11.1,5.2,85.3,95.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,242,10,24,0,381.7,82.1,8.6,5.18,85.3,95.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,243,12,28,4,358.8,87.8,9.6,5.15,85.2,95.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,244,13,19,4,359.7,80.1,10.2,5.13,85.2,95.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,245,11,14,5,366.5,79.2,10.2,5.1,85.1,95.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,246,8,12,3,255.4,85.7,9.0,5.09,85.1,95.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,247,7,19,5,260.4,81.6,10.4,5.07,85.0,95.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,248,8,19,2,345.4,77.2,12.0,5.05,84.9,95.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,249,8,35,2,386.9,80.8,10.3,5.03,84.9,95.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,250,6,17,1,357.3,88.0,10.8,5.01,84.8,95.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,251,13,23,1,463.4,85.8,8.4,4.98,84.8,95.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,252,8,23,3,374.0,86.1,9.4,4.96,84.7,95.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,253,9,20,2,376.0,83.7,11.7,4.93,84.6,95.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,254,8,17,3,367.5,83.2,9.6,4.91,84.6,95.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,255,8,27,4,350.1,82.5,10.5,4.89,84.5,95.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,256,6,18,3,336.1,82.0,8.6,4.88,84.5,95.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,257,7,14,3,345.5,87.4,11.4,4.86,84.4,95.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,258,8,31,3,290.7,82.4,13.6,4.84,84.4,95.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,259,6,17,4,281.5,86.2,11.7,4.82,84.3,95.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,260,8,29,2,381.7,76.0,11.1,4.8,84.2,95.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,261,10,23,2,247.9,86.6,9.1,4.78,84.2,95.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,262,6,17,4,396.9,89.2,10.4,4.76,84.1,95.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,263,8,22,2,371.0,81.5,11.7,4.74,84.1,95.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,264,6,24,4,247.8,84.3,12.3,4.73,84.0,95.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,265,8,19,2,362.1,82.3,10.9,4.71,84.0,95.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,266,9,21,4,356.5,82.2,7.9,4.69,83.9,95.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,267,7,18,4,231.5,78.0,7.8,4.67,83.9,95.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,268,8,11,3,312.8,78.6,11.6,4.66,83.8,95.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,269,8,25,3,419.4,85.2,8.5,4.63,83.7,95.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,270,7,15,0,383.7,84.6,12.2,4.61,83.7,95.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,271,5,12,1,416.9,87.6,8.6,4.59,83.6,94.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,272,9,23,3,444.2,75.9,7.8,4.56,83.6,94.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,273,8,12,4,245.9,85.2,10.3,4.55,83.5,94.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,274,11,14,5,376.5,80.4,9.1,4.52,83.4,94.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,275,10,20,2,429.5,85.6,9.2,4.5,83.4,94.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,276,7,21,3,371.7,85.7,12.3,4.48,83.3,94.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,277,7,33,4,346.0,82.7,10.7,4.46,83.3,94.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,278,4,18,5,308.1,77.4,8.5,4.44,83.2,94.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,279,7,21,1,255.2,80.9,12.7,4.43,83.2,94.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,280,13,22,3,392.0,79.0,9.5,4.4,83.1,94.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,281,3,21,3,286.7,88.9,11.8,4.39,83.0,94.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,282,8,14,3,335.8,81.5,8.9,4.37,83.0,94.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,283,8,20,1,222.0,82.1,8.3,4.36,83.0,94.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,284,6,15,3,299.1,83.9,9.0,4.34,82.9,94.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,285,8,17,3,401.5,82.5,10.0,4.32,82.8,94.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,286,9,22,0,267.0,83.8,12.3,4.3,82.8,94.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,287,5,15,3,276.6,84.7,11.1,4.29,82.8,94.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,288,9,20,1,313.7,86.9,10.7,4.27,82.7,94.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,289,3,23,3,311.1,82.5,9.4,4.25,82.7,94.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,290,8,19,2,344.5,82.7,11.5,4.23,82.6,94.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,291,9,10,3,314.7,80.2,10.6,4.21,82.5,94.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,292,8,35,0,304.2,90.6,9.2,4.2,82.5,94.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,293,8,20,3,299.0,81.6,10.6,4.18,82.5,94.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,294,7,20,3,384.1,86.3,10.4,4.16,82.4,94.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,295,5,26,3,376.6,84.5,9.9,4.14,82.3,94.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,296,7,28,3,329.4,80.8,9.9,4.12,82.3,94.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,297,10,19,5,351.4,83.5,9.7,4.1,82.2,94.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,298,8,14,4,329.8,82.5,9.9,4.08,82.2,94.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,299,9,15,4,308.8,85.1,9.6,4.06,82.1,94.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,300,7,28,4,336.9,78.8,10.8,4.04,82.0,94.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,301,10,20,3,341.2,84.4,9.5,4.02,82.0,94.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,302,8,19,4,212.8,86.0,8.2,4.01,81.9,94.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,303,6,19,4,391.1,81.1,11.0,3.99,81.9,94.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,304,6,12,5,413.9,82.2,8.4,3.97,81.8,94.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,305,5,25,3,271.4,83.6,9.2,3.95,81.8,94.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,306,5,12,4,237.9,82.7,8.8,3.94,81.7,94.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,307,10,17,4,290.1,83.7,9.3,3.92,81.7,94.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,308,5,13,2,258.5,85.5,9.1,3.91,81.6,94.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,309,10,14,2,284.8,83.0,9.2,3.89,81.6,94.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,310,6,28,4,438.2,82.7,7.8,3.87,81.5,94.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,311,8,14,2,327.7,88.2,10.3,3.85,81.5,94.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,312,12,15,5,339.3,76.9,10.4,3.83,81.4,94.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,313,9,9,2,301.6,86.0,9.6,3.81,81.4,94.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,314,7,13,1,276.0,79.5,8.6,3.8,81.3,94.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,315,11,27,4,334.0,81.8,10.9,3.77,81.3,94.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,316,11,20,2,362.4,93.1,9.2,3.75,81.2,94.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,317,6,26,4,272.7,84.0,9.8,3.74,81.2,94.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,318,5,11,2,338.8,85.2,9.7,3.72,81.1,94.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,319,7,22,2,315.6,86.6,9.7,3.7,81.0,94.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,320,6,15,2,399.9,84.4,10.0,3.68,81.0,94.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,321,7,23,2,323.0,84.1,9.3,3.66,80.9,94.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,322,12,30,3,323.5,80.4,10.3,3.64,80.9,94.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,323,6,18,4,387.0,87.5,10.8,3.62,80.8,94.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,324,6,27,4,307.7,80.1,10.5,3.6,80.8,94.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,325,10,16,3,362.8,78.7,9.4,3.58,80.7,94.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,326,11,7,4,395.6,84.4,10.4,3.56,80.6,94.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,327,4,22,2,396.7,84.1,8.2,3.54,80.6,94.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,328,6,9,1,377.5,82.3,9.3,3.52,80.5,94.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,329,8,16,3,447.0,83.0,11.7,3.49,80.4,94.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,330,4,16,1,343.1,85.4,11.3,3.47,80.4,94.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,331,7,26,3,361.4,81.7,9.5,3.45,80.3,94.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,332,7,26,2,245.7,82.5,9.4,3.44,80.3,94.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,333,10,20,3,389.6,84.0,8.9,3.42,80.2,94.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,334,8,26,3,334.4,81.5,10.5,3.4,80.2,94.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,335,9,26,5,358.2,87.6,10.6,3.38,80.1,94.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,336,9,34,2,268.8,89.7,11.1,3.36,80.1,94.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,337,5,18,3,289.5,79.4,11.3,3.34,80.0,94.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,338,4,15,2,275.4,82.0,9.9,3.33,80.0,94.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,339,2,20,4,410.8,82.9,7.4,3.32,79.9,94.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,340,9,19,4,336.0,84.7,9.0,3.3,79.8,94.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,341,5,18,3,285.8,80.7,9.1,3.28,79.8,94.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,342,10,13,3,286.4,84.4,12.0,3.26,79.7,94.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,343,10,17,3,305.7,85.9,10.1,3.24,79.7,94.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,344,10,13,1,365.0,84.4,12.6,3.22,79.6,94.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,345,7,15,2,314.3,84.2,8.1,3.2,79.6,94.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,346,5,20,3,312.2,84.4,8.2,3.19,79.5,94.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,347,6,14,1,375.7,85.9,7.3,3.17,79.5,94.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,348,4,19,2,322.6,84.0,12.5,3.15,79.4,94.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,349,8,24,2,355.1,85.2,9.5,3.13,79.4,94.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,350,6,16,4,369.9,75.6,9.7,3.11,79.3,94.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,351,9,28,2,350.6,83.4,9.5,3.09,79.3,94.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,352,5,11,4,336.6,80.9,8.3,3.08,79.2,94.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,353,9,13,4,322.8,83.0,12.5,3.06,79.1,94.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,354,3,13,5,381.4,82.4,12.6,3.04,79.1,94.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,355,10,15,1,407.0,80.6,10.5,3.01,79.0,94.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,356,11,20,3,238.1,86.1,7.8,3.0,79.0,94.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,357,10,8,1,394.3,87.4,10.3,2.97,78.9,94.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,358,7,19,0,390.1,81.2,9.9,2.95,78.8,93.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,359,8,20,3,397.4,86.9,10.2,2.93,78.8,93.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,360,9,24,0,305.9,80.4,10.2,2.91,78.7,93.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,361,10,23,4,308.3,81.9,9.4,2.89,78.7,93.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,362,6,22,2,258.5,83.9,10.3,2.88,78.6,93.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,363,8,27,3,294.7,81.1,9.0,2.86,78.6,93.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,364,6,11,3,292.8,83.5,9.7,2.84,78.5,93.9
